0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.374790252167798397e-07,1.180880417988071312e-08,0.000000000000000000e+00
4.135206798871732548e-06,3.499869543230201845e-07,0.000000000000000000e+00
2.950407246813188197e-05,2.458206582718375395e-06,0.000000000000000000e+00
1.167697353599461598e-04,9.567866891019468817e-06,0.000000000000000000e+00
3.345574234756997943e-04,2.693011152121721277e-05,0.000000000000000000e+00
7.812918952928778497e-04,6.171099923067705970e-05,0.000000000000000000e+00
1.584314016232232650e-03,1.226403369885891922e-04,0.000000000000000000e+00
2.897110731666001273e-03,2.194924705594964570e-04,0.000000000000000000e+00
4.895256839199942783e-03,3.624658549350639526e-04,0.000000000000000000e+00
7.771574874159384479e-03,5.615174956179353480e-04,0.000000000000000000e+00
1.173093362374709979e-02,8.256983617513929822e-04,0.000000000000000000e+00
1.698502627721858171e-02,1.162526623425580137e-03,0.000000000000000000e+00
2.374739600163832190e-02,1.577427058175291793e-03,0.000000000000000000e+00
3.222890980533892752e-02,2.073257205715743710e-03,0.000000000000000000e+00
4.263382091410302527e-02,2.649933825341340993e-03,0.000000000000000000e+00
5.515650553832687764e-02,3.304166927138257968e-03,0.000000000000000000e+00
6.997891185300302019e-02,4.029303106234581600e-03,0.000000000000000000e+00
8.726871724627789650e-02,4.815275108731966944e-03,0.000000000000000000e+00
1.071781544166010847e-01,5.648650498730064043e-03,0.000000000000000000e+00
1.298434377130796569e-01,6.512768977969542530e-03,0.000000000000000000e+00
1.553846982185924097e-01,7.387955333081029641e-03,0.000000000000000000e+00
1.839063194704982085e-01,8.251793150236644628e-03,0.000000000000000000e+00
2.154975553993921655e-01,9.079443343156246016e-03,0.000000000000000000e+00
2.502333080423231326e-01,9.843991187924417199e-03,0.000000000000000000e+00
2.881749448531888969e-01,1.051680594692405712e-02,0.000000000000000000e+00
3.293710439896565534e-01,1.106789829439048210e-02,0.000000000000000000e+00
3.738579708029560189e-01,1.146626262763453599e-02,0.000000000000000000e+00
4.216602098941914512e-01,1.168019396087570036e-02,0.000000000000000000e+00
4.727904045284874179e-01,1.167757245286393970e-02,0.000000000000000000e+00
5.272490889163032879e-01,1.142611271505783975e-02,0.000000000000000000e+00
5.850241388795504038e-01,1.089357988405703810e-02,0.000000000000000000e+00
6.460900127188795583e-01,1.004798002027040491e-02,0.000000000000000000e+00
7.104069066874857397e-01,8.857738714429351165e-03,0.000000000000000000e+00
7.779200083561544909e-01,7.291888844525408649e-03,0.000000000000000000e+00
8.485590963239736384e-01,5.320296228083123101e-03,0.000000000000000000e+00
9.222388061892252686e-01,2.913960458340565749e-03,0.000000000000000000e+00
9.988599604452176317e-01,4.543749792701890378e-05,0.000000000000000000e+00
1.078312394198410962e+00,-3.310566841629177838e-03,0.000000000000000000e+00
1.160478412856452035e+00,-7.176576107699800082e-03,0.000000000000000000e+00
1.245234197365566953e+00,-1.157207971295618788e-02,0.000000000000000000e+00
1.332450126191658812e+00,-1.651344315121880055e-02,0.000000000000000000e+00
1.421991079006998282e+00,-2.201382335776723778e-02,0.000000000000000000e+00
1.513716767871592150e+00,-2.808308380358546033e-02,0.000000000000000000e+00
1.607482092390494222e+00,-3.472771143536946409e-02,0.000000000000000000e+00
1.703137515500281474e+00,-4.195073739508611149e-02,0.000000000000000000e+00
1.800529456706237319e+00,-4.975166328003017419e-02,0.000000000000000000e+00
1.899500699756514477e+00,-5.812639453668241168e-02,0.000000000000000000e+00
1.999890811900739251e+00,-6.706718241923313728e-02,0.000000000000000000e+00
2.101536572038038120e+00,-7.656257578638893391e-02,0.000000000000000000e+00
2.204272405213478336e+00,-8.659738385804301164e-02,0.000000000000000000e+00
2.307930821072243788e+00,-9.715265090654200131e-02,0.000000000000000000e+00
2.412342854027677230e+00,-1.082056437156432155e-01,0.000000000000000000e+00
2.517338503042516606e+00,-1.197298525038127948e-01,0.000000000000000000e+00
2.622747169062196182e+00,-1.316950058772703991e-01,0.000000000000000000e+00
2.728398088275158617e+00,-1.440671002521465571e-01,0.000000000000000000e+00
2.834120759507462672e+00,-1.568084440642719402e-01,0.000000000000000000e+00
2.939745364187831722e+00,-1.698777169694781763e-01,0.000000000000000000e+00
3.045103177444504094e+00,-1.832300441268440161e-01,0.000000000000000000e+00
3.150026969016838763e+00,-1.968170855520779694e-01,0.000000000000000000e+00
3.254351392782730112e+00,-2.105871404281859094e-01,0.000000000000000000e+00
3.357913363817263797e+00,-2.244852661657267545e-01,0.000000000000000000e+00
3.460552422008926321e+00,-2.384534119153162712e-01,0.000000000000000000e+00
3.562111081366964527e+00,-2.524305661505974463e-01,0.000000000000000000e+00
3.662435164257073605e+00,-2.663529178606457437e-01,0.000000000000000000e+00
3.761374119902761493e+00,-2.801540308167414506e-01,0.000000000000000000e+00
3.858781326586139482e+00,-2.937650303095905580e-01,0.000000000000000000e+00
3.954514377074795917e+00,-3.071148016894326149e-01,0.000000000000000000e+00
4.048435346890730813e+00,-3.201301999830346579e-01,0.000000000000000000e+00
4.140411045122971423e+00,-3.327362698083157766e-01,0.000000000000000000e+00
4.230313247567639046e+00,-3.448564747593120816e-01,0.000000000000000000e+00
4.318018912057721259e+00,-3.564129353913410569e-01,0.000000000000000000e+00
4.403410375919752262e+00,-3.673266748985799524e-01,0.000000000000000000e+00
4.486375535565868766e+00,-3.775178715438305965e-01,0.000000000000000000e+00
4.566808008297542187e+00,-3.869061168729944766e-01,0.000000000000000000e+00
4.644607276461308665e+00,-3.954106787247369525e-01,0.000000000000000000e+00
4.719678814157442837e+00,-4.029507680289774463e-01,0.000000000000000000e+00
4.791934196759474851e+00,-4.094458083761914891e-01,0.000000000000000000e+00
4.861291193555750567e+00,-4.148157073330702715e-01,0.000000000000000000e+00
4.927673843874058157e+00,-4.189811284788313439e-01,0.000000000000000000e+00
4.991012517096502066e+00,-4.218637631404343336e-01,0.000000000000000000e+00
5.051243957014361463e+00,-4.233866008141066173e-01,0.000000000000000000e+00
5.108311311011695999e+00,-4.234741972749345162e-01,0.000000000000000000e+00
5.162164144601826266e+00,-4.220529393958362130e-01,0.000000000000000000e+00
5.212758441872630932e+00,-4.190513057219796278e-01,0.000000000000000000e+00
5.260056592424797728e+00,-4.144001218766669159e-01,0.000000000000000000e+00
5.304027365411802641e+00,-4.080328099098542993e-01,0.000000000000000000e+00
5.344645871311387353e+00,-3.998856307408375499e-01,0.000000000000000000e+00
5.381893512075745178e+00,-3.898979188921788963e-01,0.000000000000000000e+00
